ID,first_name,last_name,sex,title,birth_date,birth_place,death_date,death_place
2535,"Anne of_Kiev","",F,,"ABT    1024",,"ABT    1066",
2536,"Matilda of_Germany","",F,,,,"BEF    1044",
2537,"Charles_VII","",M,"King of France","22 FEB 1403","Paris,France","21 JUL 1461","Bourges,France"
2538,"Mary of_Anjou","",F,,"1404",,"1463",
2539,"Yolande of_Aragon","",F,,,,,
2540,"Louis_XI","",M,"King of France","3 JUL 1423","Bourges,France","30 AUG 1483",
2541,"Margaret of_Scotland","",F,,"ABT    1418",,"1445",
2542,"Charlotte of_Savoy","",F,,"ABT    1445",,"1483",
2543,"Charles_VIII","",M,"King of France","30 JUN 1490",,"7 APR 1498","Amboise"
2544,"Anne","",F,,"1461",,"1522",
2545,"Anne of_Brittany","",F,,"1477",,"1514",
2546,"Anne of_Cleves","",F,,,,,
2547,"Joan of_Valois","",F,,"1464",,"1505",
2548,"Anne of_Brittany","",F,,"1476",,"9 JAN 1514",
2549,"Catherine of_Brandenburg -Kustrin","",F,,,,,
2550,"Hildegard","",F,,"ABT     757",,"783",
2551,"Charles","",M,,,,"811",
2552,"Pepin","",M,"King of Italy","777",,"810",
2553,"Louis_I the_Pious of_Aquitaine","",M,"King","778",,"840",
2554,"Berthe","",F,,,,,
2555,"Fastrada","",F,,,,"794",
2556,"Luitgard","",F,,,,"800",
2557,"Bertha of_Toulouse","",F,,,,,
2558,"Irmengard of_Hesbain","",F,,,,,
2559,"Judith of_Bavaria","",F,,,,,
2560,"Lothar_I","",M,"Holy Roman Emper","795",,"855",
2561,"Pepin_I of_Aquitaine","",M,"King",,,"838",
2562,"Adelaide","",F,,,,,
2563,"Louis_II the_German","",M,"King East Franks","ABT     805",,"876",
2564,"Charles_II the_Bald","",M,"King West Franks","823",,"6 OCT  877","Modano"
2565,"Bernard","",M,"King of Italy","ABT     799",,"818",
2566,"Irmengard","",F,,,,,
2567,"Louis_II le_Jeune","",M,"Holy Roman Emper","ABT     822",,"875",
2568,"Lothar_II of_Lorraine","",M,"King","ABT     826",,"868",
2569,"Charles","",M,"King of Provence",,,"863",
2570,"Pepin_II of_Aquitaine","",M,"King",,,"870",
2571,"Emma of_Bavaria","",F,,,,"876",
2572,"Carloman","",M,"King of Bavaria","ABT     828",,"880",
2573,"Louis the_Young","",M,"King East Franks",,,"882",
2574,"Charles_III the_Fat","",M,"King West Franks","839",,"887",
2575,"Ermentrude","",F,,,,"869",
2576,"Louis_II the_Stammerer","",M,"King of France","846",,"879",
2577,"Charles of_Aquitaine","",M,"King",,,"866",
2578,"Carloman","",M,,,,"876",
2579,"Judith","",F,,,,,
2580,"Ansgarde of_Burgundy","",F,,,,,
2581,"Louis_III","",M,"King of France","ABT     863",,"882",
2582,"Carloman","",M,"King of France",,,"884",
2583,"Adelaide Judith","",F,,,,,
2584,"Charles_III the_Simple","",M,"King of France","879",,"929",
2585,"Eadgifu of_England","",F,,"902",,,
2586,"Engeberge","",F,,,,,
2587,"Irmengard","",F,,,,,
2588,"Boso","",M,"King of Provence",,,"887",
2589,"Louis_III the_Blind","",M,"Holy Roman Emper","ABT     880",,"928",
2590,"Theutberga of_Valois","",F,,,,,
2591,"Waldrada","",F,,,,,
2592,"Litwinde","",F,,,,,
2593,"Arnulf","",M,"King of Germany","ABT     863",,"899",
2594,"Oda of_Bavaria","",F,,,,,
2595,"Louis_III the_Child","",M,"King of Germany","893",,"911",
2596,"Zwentibold","",M,"King of Lorraine",,,"900",
2597,"Hedwige","",F,,,,,
2598,"Otto of_Saxony","",M,,,,,
2599,"Henry the_Fowler","",M,"Emperor",,,,
2600,"Matilda of_Ringelheim","",F,,,,,
2601,"Bruno of_Cologne","",M,"Archbishop",,,,
2602,"Otto_I","",M,"Emperor",,,,
2603,"Gerberge","",F,,,,"968",
2604,"Louis_IV d'Outre-Mer","",M,,"ABT     920",,"954",
2605,"Lothar","",M,"King of France","941",,"986",
2606,"Charles Lower_Lorraine","",M,,"954",,"986",
2607,"Louis_V the_Coward","",M,,"ABT     986",,"997",
2608,"Adalberon of_Rheims","",M,"Archbishop",,,"1021",
2609,"Pepin the_Short","",M,"King of Franks","714",,"768",
2610,"Bertha","",F,,,,"783",
2611,"Carloman","",M,"King of Franks","ABT     751",,"771",
2612,"Gerberge of_the_Lombard","",F,,,,,
2613,"Charles","Martel",M,,"ABT     686",,"741",
2614,"Augusta Reuss-Ebersdorf","",F,"Countess","1757",,"1831",
2615,"Elisabeth of_Austria","",F,,"1554",,"1592",
2616,"Marie Elisabeth","",F,,"27 OCT 1572",,"2 APR 1578",
2617,"Louise of_Lorraine","",F,,"1553",,"1601",
2618,"Isabelle of_Aragon","",F,,"1247",,"1271",
2619,"Marguerite of_Burgundy","",F,,"1290",,"1315",
2620,"Joan of_Boulogne","",F,,"ABT    1326",,"1361",
2621,"Magdalen of_Hochstadten","",F,"Baroness","1846",,"1917",
2622,"William of_Prussia","",M,"Prince",,,,
2623,"John","Loisinger",M,,,,,
2624,"Francis_II Frederick of_Mecklenburg","",M,"Grand Duke","1823",,"1883",
2625,"Josephine of_Lichtenberg","",F,"Baroness","1857",,"1952",
2626,"Philip","Bender",M,,,,,
2627,"Caroline of_Nidda","",F,"Baroness","1848",,"1879",
2628,"Emily of_Dornberg","",F,"Baroness","1868",,"1961",
2629,"Louis","",M,,"1931",,"1937",
2630,"Alexander","",M,,"1933",,"1937",
2631,"Joanna","",F,,"1936",,"1939",
2632,"Auckland L. of_Rolvenden","Geddes",M,,,,,
2633,"Maria de_las_Mercedes","",F,,"1860",,"1878",
2634,"Maria de_las_Mercedes","",F,,"1880",,"1904",
2635,"Maria Theresa","",F,,"1882",,"1912",
2636,"Charles of_Bourbon -Sicily","",M,"Prince","1870",,"1949",
2637,"Louise","",F,,"1882",,"1952",
2638,"Louis de_la_Torre","Gomez-Acebo",M,"Viscount","1934",,,
2639,"Carlos Zurita_y_Delgado","",M,,"1943",,,
2640,"Edelmira","",F,,"1906",,,
2641,"Martha y_Altazurra","Rocafort",F,,,,,
2642,"Maria Christina","",F,,"1911",,,
2643,"Gonzalo","",M,,"1914",,"1934",
2644,"Henry C.","Marone",M,,"1895",,"1968",
2645,"Alexander of_Civitella- Cessi","Torlonia",M,"Prince","1911",,,
2646,"Emmanuela de_Dampierre","",F,,"1913",,,
2647,"Charlotte","Tiedemann",F,,"1919",,,
2648,"Ferdinand of_Bavaria","",M,,"1884",,"1958",
2649,"Louis Ferdinand of_Bavaria","",M,"Prince","1859",,"1949",
2650,"Maria de_la_Paz","",F,,"1862",,"1946",
2651,"Adolph of_Schwarzburg- Rudolstadt","",M,"Prince","1801",,"1875",
2652,"Matilda","",F,,"1826",,"1914",
2653,"Frederica","",F,,"1770",,"1819",
2654,"Alexandrine","",F,,"1803",,"1892",
2655,"Frederick","",M,,"1774",,"1799",
2656,"Amalia","",F,,"1830",,"1872",
2657,"Mary","",F,,"1855",,"1888",
2658,"Lucas","Streshniev",M,,,,"1650",
2659,"Anne","Volkonska",F,,,,,
2660,"Theodore","",M,"Patr. of Moscow",,,"1633",
2661,"Xenia","",F,,,,"1631",
2662,"Anne","Leontiev",F,,,,"1706",
2663,"Leonti","Leontiev",M,,,,,
2664,"Praskovia","Rayevska",F,,,,"1641",
2665,"Nicholas","Romanov",M,,"1831",,"1891",
2666,"Michael","Romanov",M,,"1832",,"1909",
2667,"Alexandra","",F,,"1838",,"1900",
2668,"Cecily (Olga)","",F,,"1839",,"1891",
2669,"Nicholas","Romanov",M,,"1859",,"1919",
2670,"Michael","Romanov",M,,"1861",,"1929",
2671,"Constantine","Romanov",M,,"1858",,"1915",
2672,"Sergius","Romanov",M,,"1869",,"1918",
2673,"Mary","",F,,"1876",,"1940",
2674,"George","Romanov",M,,"1863",,"1919",
2675,"Alexander Mikhailovich (Sandro)","Romanov",M,"Grand Duke","1866",,"1933",
2676,"Sophia of_Nassau","",F,,"1868",,"1927",
2677,"Dimitri","Romanov",M,,"1860",,"1919",
2678,"Nadezhda","Dreyer",F,,"1861",,"1929",
2679,"Elizabeth","",F,,"1865",,"1929",
2680,"Maurice of_Saxe- Altenburg","",M,"Prince",,,,
2681,"Artemi","Romanov",M,"Prince Iskander","1881",,"1919",
2682,"Frederick Francis_II of_Mecklengb-Sch","",M,"Grand Duke",,,,
2683,"George Bagration- Mukhranski","",M,"Prince",,,,
2684,"Ivan","Romanov",M,,"1886",,"1918",
2685,"Constantine","Romanov",M,,"1891",,"1918",
2686,"Igor","Romanov",M,,"1894",,"1918",
2687,"Helen","",F,,"1881",,"1962",
2688,"Peter_I","",M,"King of Serbia",,,,
2689,"Frederick Eugene of_Wurttemberg","",M,"Duke","1732",,"1797",
2690,"Dorothea of_Brandenburg -Schwedt","",F,"Princess","1736",,"1798",
2691,"Christian Augustus","",M,"Prince","1690",,"1747",
2692,"Joanna","",F,,"1712",,"1760",
2693,"Peter","Oldenburg",M,,"1908",,"1980",
2694,"John of_Brandenburg","",M,"Margrave",,,,
2695,"Frederick Francis_III Mecklenburg-Schw","",M,"Grand Duke","1851",,"1897",
2696,"Anastasia","",F,,"1860",,"1922",
2697,"Louise","",F,,"1875",,"1906",
2698,"Frederick of_Schaumburg -Lippe","",M,"Prince","1868",,"1945",
2699,"Feodora","",F,,"1910",,"1975",
2700,"Alexandrine Louise","",F,,"1914",,"1962",
2701,"Gorm","",M,,"1919",,,
2702,"Oluf of_Rosenborg","",M,"Count","1923",,,
2703,"Helen","Dorrit",F,,"1926",,,
2704,"Inge","Terney",F,,"1938",,,
2705,"Charles Augustus","Haraldsen",M,,,,,
2706,"Guelph","Hanover",M,,"1947",,"1981",
2707,"George","Hanover",M,,"1949",,,
2708,"Fredericka","Hanover",F,,"1954",,,
2709,"Wilbeke","von_Gunsteren",F,,"1948",,,
2710,"Victoria","Bee",F,,"1951",,,
2711,"Caroline Louise","Hanover",F,,"1965",,,
2712,"Mireille","Hanover",F,,"1971",,,
2713,"John Kenneth","Ambler",M,,"6 JUN 1924",,,
2714,"Sybilla Louise","",F,,"14 APR 1965",,,
2715,"Charles Edward","",M,,"14 JUL 1966",,,
2716,"James Patrick","",M,,"10 JUN 1969",,,
2717,"Johann Georg of_Hohenzollern","",M,"Prince","31 JUL 1932",,,
2718,"Carl Christian","",M,,"5 APR 1962",,,
2719,"Desiree Margaretha Victoria","",F,,"27 NOV 1963",,,
2720,"Hubertus Gustaf Adolf","",M,,"10 JUN 1966",,,
2721,"Nicholas","Silfverschiold",M,"Baron","31 MAY 1934",,,
2722,"Carl Otto Edmund","",M,,"22 MAR 1965",,,
2723,"Christina Louise","",F,,"29 SEP 1966",,,
2724,"Helene Ingeborg","",F,,"20 SEP 1968",,,
2725,"Tord Gosta","Magnuson",M,,"7 APR 1941",,,
2726,"Carl Gustaf Victor","",M,,"8 AUG 1975",,,
2727,"Tord Oscar Fredrik","",M,,"20 JUN 1977",,,
2728,"Victor Edmund Lennart","",M,,"10 SEP 1980",,,
2729,"Madeleine Therese Amelie","",F,"Princess","10 JUN 1982",,,
2730,"Marianne of_Wisborg","Lindberg",F,"Countess","15 JUL 1924",,,
2731,"Lilian May of_Sweden","Davies",F,"Princess","30 AUG 1915",,,
2732,"Erika","Patzek",F,,"1911",",Germany",,
2733,"Sonia","Robbert",F,,"1909",,,
2734,"Elin Kerstin Margareta","Wijkmark",F,"Countess","4 MAR 1910",,"11 SEP 1987",
2735,"Gunnila Martha Louise","Wachtmeister",F,"Countess","12 MAY 1923",,,
2736,"Karin Emma Louise","Nissvandt",F,,"7 JUL 1911","Nora,Sweden",,
2737,"Sonja Anita Maria","Hauntz",F,"Countess","7 MAY 1944",,,
2738,"Carl Gustaf Oscar","",M,"Prince of Sweden","10 JAN 1911",,,
2739,"Kristine","Rivelsrud",F,"Princess","22 APR 1932",,,
2740,"Michael","",M,"Count","1944",,,
2741,"Christine","Wellhoefer",F,,"1947",,,
2742,"Monica","",F,,"1948",,,
2743,"Christian","",M,,"1949",,,
2744,"Johan","Bonde",M,"Count","1950",,,
2745,"Birgitta","",F,,"1933",,,
2746,"Marie Louise","",F,,"1935",,,
2747,"Jan","",M,,"1941",,,
2748,"Cecilia","",F,,"1944",,,
2749,"Friedrich","Straehl",M,,"1922",,,
2750,"Friedrich","Straehl",M,,"1956",,,
2751,"Andreas","Straehl",M,,"1957",,,
2752,"Christina","Straehl",F,,"1960",,,
2753,"Desiree","Straehl",F,,"1961",,,
2754,"Stephan","Straehl",M,,"1964",,,
2755,"Rudolf","Kautz",M,,"1930",,,
2756,"Heinrich","Kautz",M,,"1957",,,
2757,"Karin","Kautz",F,,"1958",,,
2758,"Madeleine","Kautz",F,,"1961",,,
2759,"Gunilla","Stampe",F,,"1941",,,
2760,"Anna","Skarne",F,,"1944",,,
2761,"Sophia","",F,,"1968",,,
2762,"Annegret","Thomssen",F,,"1938",,,
2763,"Cecilia","",F,,"1971",,,
2764,"Maritta","Berg",F,,"1953",,,
2765,"Son","",M,,"1977",,,
2766,"Hans-Jorg","Baenkler",M,,"1939",,,
2767,"Bettina","",F,,"1974",,,
2768,"Bjorn","",M,,"1975",,,
2769,"Catherina","",F,,"1977",,,
2770,"Oscar","",M,"Count of Wisborg","1859",,"1953",
2771,"Eugene","",M,"Duke of Narke","1865",,"1947",
2772,"Ebba of_Fulkila","Munck",F,,"1858",,"1946",
2773,"Maria Bernadotte","",F,"Countess","1889",,"1974",
2774,"Carl Bernadotte","",M,"Count of Wisborg","1890",,"1977",
2775,"Sophia Bernadotte of_Wisborg","",F,"Countess","1892",,"1936",
2776,"Elsa Bernadotte of_Wisborg","",F,"Countess","1893",,,
2777,"Folke Bernadotte","",M,"Count of Wisborg","1895",,"1948",
2778,"Charles of_Fulkila","Munck",M,,,,,
2779,"Marianne of_Leufsta","de_Geer",F,"Baroness","1893",,,
2780,"Dagmar","",F,,"1916",,,
2781,"Oscar","",M,,"1921",,,
2782,"Catharina","",F,,"1926",,,
2783,"Nils Magnus","von_Arbin",M,,"1910",,,
2784,"Marianne","von_Arbin",F,,"1937",,,
2785,"Louise","von_Arbin",F,,"1940",,,
2786,"Catherine","von_Arbin",F,,"1946",,,
2787,"Jeanette","von_Arbin",F,,"1951",,,
2788,"Madeleine","von_Arbin",F,,"1955",,,
2789,"Miles","Flach",M,"Capt.","1934",,,
2790,"Camilla","Flach",F,,"1960",,,
2791,"Dick","Bergstrom",M,,"1936",,,
2792,"Therese","Bergstrom",F,,"1963",,,
2793,"Michael","Bergstrom",M,,"1965",,,
2794,"Johan","Ryding",M,,"1943",,,
2795,"Gustaf","Ryding",M,,"1971",,,
2796,"Charlotte","Ryding",F,,"1974",,,
2797,"Esben","Coljach",M,,"1947",,,
2798,"Ebba","Gyllenkrok",F,,"1918",,,
2799,"Ebba","",F,,"1945",,,
2800,"Pontus","Reutersward",M,,"1943",,,
2801,"Gustaf","Reutersward",M,,"1971",,,
2802,"Anna","Reutersward",F,,"1973",,,
2803,"Gertrude","Ollen",F,,"1916",,,
2804,"Christina","",F,,"1951",,,
2805,"Peter","Langenskiold",M,"Baron","1950",,,
2806,"Birgitta","",F,,"1953",,,
2807,"Carl","",M,,"1955",,,
2808,"Tore","Nilert",M,,"1915",,,
2809,"Jan","Nilert",M,,"1950",,,
2810,"Charlotte","Nilert",F,,"1952",,,
2811,"Anne Marie","Nilert",F,,"1954",,,
2812,"Gerty","Borjesson",F,,"1910",,,
2813,"Claes","",M,,"1942",,,
2814,"Birgitta","Magnusson",F,,"1943",,,
2815,"Carl Johann","",M,,"1970",,,
2816,"Louise","",F,,"1973",,,
2817,"Carl Marten","Fleetwood",M,"Baron","1885",,"1966",
2818,"Hugo","Cedergren",M,,"1891",,"1971",
2819,"Estelle","Manville",F,,"1904",,,
2820,"Gustaf","",M,,"1930",,"1966",
2821,"Folke","",M,,"1931",,,
2822,"Fredrik Oscar","",M,,"1934",,"1934",
2823,"Bertil","",M,,"1925",,,
2824,"Christine","Glahns",F,,"1932",,,
2825,"Anna","",F,,"1956",,,
2826,"Folke","",M,,"1958",,,
2827,"Maria","",F,,"1962",,,
2828,"Gunnar","",M,,"1963",,,
2829,"Margaretha","",F,,"1899",,"1977",
2830,"Axel of_Denmark","",M,,,,,
2831,"Elsa","von_Rosen",F,"Countess","1904",,,
2832,"Madeline Bernadotte","",F,"Countess","1938",,,
2833,"Charles de_Schooten","Ullens",M,"Count","1927",,,
2834,"Marie Christine","Ullens",F,,"1964",,,
2835,"Jean Charles","Ullens",M,,"1965",,,
2836,"Astrid","Ullens",F,,"1970",,,
2837,"Sophie","Ullens",F,,"1972",,,
2838,"Ann","Larsson",F,,"1921",,,
2839,"Mary","",F,,"1882",,"1962",
2840,"Roland","Bonaparte",M,"Prince",,,,
2841,"Irene","Ovchinnikov",F,,"1904",,,
2842,"Eugenia","Oldenburg",F,,"1910",,,
2843,"Dominic","Radziwill",M,"Prince","1911",,"1976",
2844,"Raymond of_Castel","",M,"Duke","1907",,,
2845,"Anastasia","Stewart",F,,"1883",,"1923",
2846,"Francis of_Guise","",F,,"1902",,"1953",
2847,"Perikles Joannides","",M,,"1881",,"1965",
2848,"Michael","Oldenburg",M,,"1939",,,
2849,"Marina","Karella",F,,"1940",,,
2850,"Louise","",F,,"1726",,"1756",
2851,"Ernest Frederick_III of_Saxe-","",M,"Duke","1727",,"1780",
2852,"Gustaf_III","",M,"King of Sweden","1746",,"1792",
2853,"William_I of_Hesse-Cassel","",M,"Elector","1743",,"1821",
2854,"Charles","",M,,"1680",,"1729",
2855,"William","",M,,"1687",,"1705",
2856,"Anne Sophia","",F,,"1647",,"1717",
2857,"Frederica","",F,,"1649",,"1704",
2858,"Ulrica","",F,,"1656",,"1693",
2859,"Charles_XI","",M,"King of Sweden","1655",,"1697",
2860,"Ulrich","",M,,"1578",,"1624",
2861,"Augusta","",F,,"1580",,"1639",
2862,"Hedwig","",F,,"1581",,"1641",
2863,"Christopher_III","",M,"King of Denmark","1416",,"1448",
2864,"Christina","",F,,"1461",,"1521",
2865,"Anne","de_la_Tour",F,,"1512",,,
2866,"Alexander","",M,"Bishop of Moray","1534",,,
2867,"James","",M,"Duke of Ross","1476",,"1503",
2868,"John","",M,"Earl of Mar","1479",,"1503",
2869,"Edward","",M,"Earl of Carrick",,,"1318",
2870,"Thomas","",M,,,,"1307",
2871,"Alexander","",M,,,,"1307",
2872,"Nigel","",M,,,,"1306",
2873,"Isabel","",F,,"1358",,,
2874,"Mary Christina of_Sicily","",F,,"1806",,"1878",
2875,"Antonia of_Sicily","",F,,"1784",,"1806",
2876,"Isabella of_Portugal","",F,,"1797",,"1818",
2877,"Mary Josepha","",F,,"1803",,"1829",
2878,"Charles_IV","",M,,"1748",,"1819",
2879,"Maria Louisa of_Parma","",F,,"1751",,"1819",
2880,"Charles_III","",M,"King of Spain","1716",,"1788",
2881,"Mary Amalia","",F,,"1724",,"1760",
2882,"Mary Anne of_Bavaria","",F,,"1660",,"1690",
2883,"Mary Louise","",F,,"1688",,"1714",
2884,"Charles","",M,"Duke of Styria","1540",,"1590",
2885,"Philip_I the_Handsome","",M,"King of Castile","1478","Bruges,Flanders","1506",
2886,"Germaine of_Narbonne","",F,,,,"1536",
2887,"Isabella","",F,,"1470",,"1498",
2888,"Mary","",F,,"1482",,"1517",
2889,"John","",M,,"1478",,"1497",
2890,"Alphonso of_Portugal","",M,,"1475",,"1491",
2891,"Emanuel","",M,"King of Portugal","1469",,"1521",
2892,"Margaret","",F,,"1480",,"1530",
2893,"Philibert_II","",M,"Duke of Savoy",,,"1504",
2894,"Eleanor","",F,,"1498",,"1558",
2895,"Henry_XXIV Reuss-Ebersdorf","",M,"Count","1724",,"1779",
2896,"Caroline Erbach-Schonberg","",F,"Countess","1727",,"1795",
2897,"Ernest Frederick of_Saxe-Coburg","",M,"Duke","1724",,"1800",
2898,"Sophia Antonia of_Brunswick","",F,"Princess","1724",,"1802",
2899,"Michael of_Portugal","",M,"Prince",,,,
2900,"Emanuel of_Orleans","",M,"Duke of Vendome","1872",,"1931",
2901,"Louise","",F,,"1858",,"1924",
2902,"Stephanie","",F,,"1864",,"1945",
2903,"Clementine","",F,,"1872",,"1955",
2904,"Victor","",M,"Prince Napoleon","1862",,"1926",
2905,"Rudolph of_Austria","",M,"Crown Prince","1858",,"1889",
2906,"Elemer","",M,"Prince Lonyai","1863",,"1946",
2907,"Philip of_Saxe-Coburg","",M,"Prince","1844",,"1921",
2908,"Sophia","",F,,"1760",,"1776",
2909,"Alexandrine of_Baden","",F,,"1820",,"1904",
2910,"Antoinette (Antonia)","Kohary",F,,"1797",,"1862",
2911,"Louis_I of_Hesse-Darmst.","",M,"Landgrave","1753",,"1830",
2912,"Louise of_Hesse-Darmst.","",F,,"1761",,"1829",
2913,"Marie Christine","",F,,,,"1663",
2914,"Marie de_Bourbon","",F,,,,,
2915,"Ann Marie Louise","",F,"Duchess","1627",,"1693",
2916,"Elizabeth Charlotte of_Bavaria","",F,,"1652",,"1722",
2917,"Elizabeth Charlotte","",F,,"1676",,,
2918,"Leopold Joseph de_Lorraine","",M,"Duke",,,,
2919,"Francoise Marie de_Blois","",F,"Mademoiselle","1677",,"1749",
2920,"Marie Adelaide of_Savoy","",F,,"1685",,"1712",
2921,"Marie Louise of_Orleans","",F,,"1695",,"1715",
2922,"Ivan of_Shestov","",M,,,,,
2923,"Ivan","Rayevski",M,,,,,
2924,"Constantine","Volkonski",M,,,,,
2925,"Zenaida","Rashevska",F,,"1898",,"1963",
2926,"Felix Krzesinski","",M,,,,,
2927,"Valerian","Karnovich",M,,,,,
2928,"John","Emery",M,,,,,
2929,"Susan","Deptford",F,,,,,
2930,"Andrew","Ferguson",M,,"1978",,,
2931,"Alice","Ferguson",F,,"1980",,,
2932,"Elizabeth (Eliza)","Ferguson",F,,"1985",,,
2933,"Mervyn Powerscourt","Wingfield",M,"Viscount","1880",,"1947",
2934,"Mervyn","Wingfield",M,,"1836",,"1904",
2935,"Julia","Coke",F,"Lady","1844",,"1931",
2936,"Henry Fitzherbert","Wright",M,,"1870",,"1947",
2937,"Muriel","Fletcher",F,,"1873",,"1955",
2938,"Henry","Fletcher",M,"Col.","1833",,"1879",
2939,"Harriet","Marsham",F,"Lady","1838",,"1886",
2940,"Charles","Marsham",M,"Earl of Romney","1808",,"1874",
2941,"Margaret -Scott","Montagu-Douglas-",F,"Lady","1811",,"1836",
2942,"Charles of_Buccleuch","Montagu-Douglas",M,"Duke","1772",,"1819",
2943,"Walter -Scott of_Buccleuch","Montagu-Douglas-",M,"Duke","1806",,"1884",
2944,"William -Scott of_Buccleuch","Montagu-Douglas-",M,"Duke","1831",,"1914",
2945,"Louisa","Hamilton",F,"Lady","1836",,"1912",
2946,"Herbert -Scott","Montagu-Douglas-",M,"Lord","1872",,"1944",
2947,"Margaret","Brand",F,"Hon.","1873",,"1948",
2948,"Henry","Brand",M,"Viscount Hampden","1941",,"1906",
2949,"Henry","Brand",M,"Viscount Hampden","1814",,"1892",
2950,"Henry of_Buccleuch","Scott",M,"Duke","1772",,"1819",
2951,"Francis","Scott",M,"Earl of Dalkeith","1721",,"1750",
2952,"Francis of_Buccleuch","Scott",M,"Duke","1695",,"1751",
2953,"Thomas of_Leicester","Coke",M,"Earl","1822",,"1902",
2954,"Thomas of_Leicester","Coke",M,"Earl","1754",,"1842",
2955,"Anne","Keppel",F,"Lady","1803",,"1844",
2956,"William of_Albemarle","Keppel",M,"Earl","1724",,"1772",
2957,"Richard","",M,,,,"1120",
2958,"Eugenie Victoria Helena","Windsor",F,"Princess","23 MAR 1990","London,England",,
2959,"Ayesha","Makim",F,,"ABT    1986",,,
2960,"Paul","Mowatt",M,,"ABT    1962",,,
2961,"","Mowatt",F,,"26 MAY 1990",,,
2962,"Victoria","Lockwood",F,,"1964",,,
2963,"Kitty","",F,,"ABT    1991",,,
2964,"Olga","",F,"Princess",,,,
2965,"Paul of_Yugoslavia","",M,"Prince",,,,
2966,"Son","",M,,,,,
2967,"Elizabeth","",F,,,,,
2968,"Peter","Phillips",M,"Major",,,,
2969,"Sylvana","Tomaselli",F,,"ABT    1957","Canada",,
2970,"John Paul","Jones",M,,,,,
2971,"Max","Tomaselli",M,,,"Austria",,
2972,"Josiane","Derners",F,"Madame",,"France",,
2973,"Antoinette","",F,,,,,
2974,"Sophie","",F,,,,,
2975,"Julie","",F,,,,,
2976,"Emich Karl of_Leiningen","",M,"Prince","ABT    1762",,"1814",
2977,"Lucy","Lindsay-Hogg",F,,,,,
2978,"Frances","Armstrong-Jones",F,"Lady","17 JUL 1979",,,
2979,"Julia","Rawlinson",F,,,,,
2980,"Athol","Schmith",M,,,,,
2981,"","Schmith",M,,"ABT    1943",,,
2982,"Erwin","Stein",M,,,,,
2983,"Sophie","",F,,,,,
2984,"Alexander (Sachie)","McCorquodale",M,,"ABT    1898",,,
2985,"Gerald","Legge",M,"Earl Dartmouth",,,,
2986,"Hugh","McCorquodale",M,,,,,
2987,"Harold","McCorquodale",M,,,,,
2988,"Gracie","",F,,,,,
2989,"Ian","McCorquodale",M,,"11 OCT 1937",,,
2990,"","Legge",,,,,,
2991,"","Legge",,,,,,
2992,"","Legge",,,,,,
2993,"","Legge",,,,,,
2994,"Humphrey","Legge",M,"Hon.",,,,
2995,"Bertram (Bertie)","Cartland",M,"Major",,,"27 MAY 1917",
2996,"Mary Hamilton (Polly)","Scobell",F,,"5 SEP 1877",,,
2997,"Ronald","Cartland",M,,"3 JAN 1907",,"30 MAY 1940","Nr Cassel,France"
2998,"Anthony (Tony)","Cartland",M,,"4 JAN 1912",,"29 MAY 1940",
2999,"Edith","Palairet",F,,,,,
3000,"Mary Anne","Hamilton",F,,,,,
3001,"Andrew","Hamilton",M,,,,,
3002,"George","Scobell",M,,,,,
3003,"Melloney","Scobell",F,,,,,
3004,"","Scobell",M,,,"Florence,Italy","BEF    1877",
3005,"Emily","Scobell",F,,,,,
3006,"John Sanford","Scobell",M,"Sir","1879",,,
3007,"James","Cartland",M,,,,,
3008,"Flora","",F,,,,,
3009,"","Cartland",F,,,,"ABT    1911",
